Date;OR FP Equity;DG FP Equity;TTE FP Equity;AI FP Equity;DSY FP Equity;CS FP Equity;ERF FP Equity;BNP FP Equity;BN FP Equity;CAP FP Equity;CA FP Equity;SGO FP Equity;AC FP Equity;EL FP Equity;VIV FP Equity;MC FP Equity;ML FP Equity;KER FP Equity;PUB FP Equity;RNO FP Equity;SAF FP Equity;HO FP Equity;TEP FP Equity;RMS FP Equity;ENGI FP Equity;ORA FP Equity;MT NA Equity;EN FP Equity;VIE FP Equity;SAN FP Equity;GLE FP Equity;SU FP Equity;AIR FP Equity;LR FP Equity;URW FP Equity;ACA FP Equity;RI FP Equity;STMPA FP Equity
12/02/2021;318.3;85.66;34.975;111.4876;38.05;19.116;81.45;46.48;53.92;135.3;14.445;42.19;29.91;136.9;7.5881;529.3;29.175;547.9;47;39.34;108.9;77.9;295;924.4;13.055;9.746;18.686;33.55;21.6842;77.7364;17.772;129;92.21;75.54;58.26;10.875;159.3;35.3
19/02/2021;316.1;85.02;36.95;109.2149;37.69;19.856;81.11;48.325;56.82;140.05;15.05;43.25;31.46;136.45;8.53;541.8;29.7625;528;47.71;38.035;112.05;76.74;286.1;963.6;12.895;9.764;19.772;33.39;21.5781;76.5926;19.806;128.6;91.77;74.64;55.56;11.325;163.35;34.62
26/02/2021;302.8;86.04;38.375;103.0579;34.38;20.8;73.64;49.275;56.46;133.15;14.445;44.42;34.56;135;8.3062;525;29.9375;524.9;48.54;37.125;113.25;78.44;293.1;923.2;12.085;9.548;19.358;33.56;21.5492;75.3892;20.535;122.85;95.91;71.92;60.82;11.615;157.35;31.97
05/03/2021;308.8;86.52;40.975;105.3306;33.73;22;74.01;51.59;56.68;135.95;14.28;46.33;34.13;133.4;8.0241;523.2;30.6625;539;48.11;38.55;119.1;79.48;298.3;890;11.435;9.872;19.988;34.47;21.8867;76.9606;21.335;122.55;95.42;72.7;65.16;12.215;158.4;28.42
12/03/2021;322.6;91.14;42.19;109.9174;34.63;22.935;75.94;53.08;58.12;144.75;14.6;49.28;35.05;139.75;8.0416;563.4;31.4625;596.4;51.22;39.79;120.45;84;300.6;954.2;12.185;10.24;22.375;35.43;22.6002;79.4868;21.765;126.5;100;76.18;70.66;12.32;160.8;29.7
19/03/2021;320.4;88.7;40.23;112.1901;35.48;22.84;79.17;51.15;59.02;143;14.765;48.58;33.24;131.55;8.155;557.4;31.55;593.6;50.3;38.81;119.25;81.98;300.9;947.2;12.195;10.46;23;34.79;21.6746;83.2463;22.17;126.05;97.34;74;69.16;12.115;160.2;30.88
26/03/2021;323.6;87.24;39.16;112.9752;36.5;22.53;80.42;51.67;58.6;145.75;15.275;50.74;32.23;135.9;8.1521;554.9;31.95;564.9;51.98;36.4;115.3;82.92;310.5;943.2;12.035;10.455;23.93;33.88;20.7297;83.1171;22.24;125.1;97.68;78.06;66.86;12.235;157.75;32.29
09/04/2021;338.45;90.25;37.845;116.3967;38.25;23.5;86.34;51.46;59.59;151;14.88;51.86;33.04;137.1;8.2131;588.3;31.1375;611.9;51.6;35.815;119.12;85.96;320.3;989.6;12.326;10.474;24.48;34.58;21.7613;84.599;21.895;135.46;101.1;82.3;69.76;12.532;168.55;33.31
16/04/2021;336.55;90.65;37.95;116.6942;38.29;23.705;88.21;52.9;59.57;151.5;15.14;53.22;33.96;139.08;8.2887;630;31.125;635;55.32;36.13;122.9;86.06;332;1026.5;12.402;10.35;25.225;34.81;23.9693;84.5492;22.39;137.5;103.68;83.26;69.31;12.462;170.85;32.655
23/04/2021;345.45;87.47;36.775;116.8099;39.17;23.18;86.33;50.51;58.84;150.65;15.76;52.97;33.66;140.9;8.5533;628.1;31.775;648.8;54.8;33.725;121.24;86.14;329.9;1050;12.36;10.306;25.1;34.57;24.8081;84.8775;21.45;137.24;98.46;82.92;66.61;12.17;173.45;32.21
30/04/2021;341.65;91.4;36.825;115.8017;38.59;23.525;82.35;53.39;58.63;152.4;16.105;52.5;33.47;138.4;8.4312;626.2;30.0875;666.5;53.86;33.525;124.18;84.78;321.1;1044;12.37;10.35;24.25;35.64;25.5409;86.797;23.67;133.02;99.94;81;68.59;12.872;170.7;31.16
07/05/2021;349.9;95.69;39.05;118.4132;37.71;22.73;82.63;54.78;59.16;155.1;16.52;56.38;33.47;140.7;8.6696;631.4;30.925;695.1;55.84;34.15;125.2;86.04;322.7;1073;12.612;10.482;26.99;35.07;25.3673;84.9769;24.91;134.96;98.37;85.76;71.17;12.87;174.15;30.94
14/05/2021;352.35;95.41;39.75;117.438;37.03;22.875;82.58;57.04;57.55;154.05;17.05;55.61;32.36;139.88;8.4457;628.1;31.0375;706.9;55.46;33.405;124.54;86.32;313.5;1068;12.684;10.558;26.63;34.57;25.1649;86.25;26.1;131.44;99.57;86.66;69.95;13.326;175.35;29.175
21/05/2021;361.3;93.42;39;115.8512;37.38;22.545;84.87;56.24;60.53;151.8;17.135;55.08;31.63;142.5;8.5882;631.6;31.075;719.8;54.96;32.55;119.92;82.94;316.1;1082;13.144;10.532;25.39;33.2;24.8853;87.7518;26.24;129.48;97.91;87.48;67.57;12.28;178.8;29.675
28/05/2021;371.55;93.4;38.145;115.3388;37.75;22.805;87.88;56.48;58.46;153.55;16.7;55.14;32.72;142.58;8.6928;655.8;31.4;748.8;55.5;34.125;124.12;84.22;314.5;1144;12.266;10.476;26.495;33.39;24.9527;87.4833;26.25;130.62;108;86.04;72.17;12.302;181.2;30.66
04/06/2021;376.4;93.45;39.68;116.4628;37.43;22.835;84.28;57.11;58.86;150.75;17.325;58.26;34.01;143.74;8.4806;651.2;32.6125;735.7;55.74;34.18;122.52;84.5;312.5;1158.5;12.31;10.514;27.125;33.4;24.7792;85.6134;26.52;130.64;109.92;87.72;71.9;12.368;179.65;30.55
11/06/2021;384.05;95.01;40.33;116.2645;38.46;22.405;86.45;56.32;59.37;157.4;17.125;56.76;34.94;148.42;8.4486;668.1;32.5875;742.9;55.9;36.9;123.64;86.04;318.8;1197.5;12.316;10.412;27.3;33.63;25.0202;88.4182;26.38;130.14;112.36;87.96;80.75;12.424;178.5;31.4
18/06/2021;390.3;94.13;39.535;119.5041;39.45;22.05;92.38;53.74;58.56;156.55;16.855;55.49;34.03;149.48;8.405;681.1;32.8375;750;53.88;35.28;124.78;85.8;325.4;1213;11.9;9.89;23.95;32.89;24.2007;87.5031;25.01;131.68;112.72;87.28;78.99;11.798;179.1;30.44
25/06/2021;385.4;93.26;39.935;123.6694;40.92;21.98;96.15;54.46;57.87;161.8;16.96;56.06;32.28;155.52;8.2131;673.6;33.5875;759.2;55.08;35.26;124.48;85.94;346.6;1227;11.63;9.608;26.2;31.84;24.2682;87.7717;25.4;136.64;110.32;89.2;78.73;11.95;187;30.785
02/07/2021;372.65;91.58;38.615;122.4793;41.3;21.75;96.24;52.47;60.21;164.65;16.89;56.41;31.66;152.44;8.3149;663.4;33.825;734.4;55.52;35.51;119.42;87.04;346.7;1218;11.754;9.605;26.48;31.54;25.242;87.4236;25.07;133.88;112.22;90.46;75.52;11.852;185.35;31.415
09/07/2021;371.8;91.74;37.45;122.2479;42.625;21.815;101.58;50.93;59.46;167.05;16.35;57.75;31.41;154.34;8.2131;662.4;34.275;731.2;53.16;33.5;119.92;89.82;348;1235.5;11.606;9.485;26.29;31.76;25.0202;86.7473;24.775;137.02;112.76;91.7;75.43;11.794;180.85;32.115
16/07/2021;374.6;89.19;36.285;123.1074;43.6;21.62;102.02;49.88;59.17;166.85;16.24;57.42;30.01;152.24;8.1404;654.3;33.6625;731.8;52.8;30.965;113.54;87.58;353.3;1250;11.622;9.593;25.485;31.97;25.1456;87.3937;24.145;134.2;110.64;91.78;72.71;11.45;184.2;32.17
23/07/2021;387.05;90.15;35.635;124.4298;44.455;21.77;102.9;50.57;58.19;172.3;15.945;59.03;29.89;155.12;8.2742;674;34.5;747.6;54.8;31.215;116.4;89.48;360.6;1288;11.464;9.524;27.165;32.4;25.2902;87.5927;24.47;140.18;111.5;93.72;72.08;11.672;186.35;33.22
30/07/2021;385.9;89.21;36.7;121.1405;46.52;21.88;100.84;51.45;62.06;182.25;15.66;60.25;29.86;159.16;8.2858;673.9;34.425;756.2;53.22;32.025;110.3;88.5;355.6;1289;11.252;9.395;29.375;32.49;26.6883;86.4091;24.725;141.3;115.7;94.92;70.17;11.76;186.1;34.54
06/08/2021;399.05;90.46;37.935;121.5537;48.07;23.68;112.74;54;62.7;189.6;16.38;63.94;29.12;165.9;8.5678;697.4;35.5375;782.5;54.44;34.295;112.6;88.38;359.1;1340.5;11.65;9.524;29.385;33.39;26.4761;85.7825;27.535;147.18;116.9;95.64;78.13;12.282;187.15;35.94
13/08/2021;403.1;91.46;38.22;122.9587;47.89;24.445;113.76;54.38;64.48;190.55;16.995;64.6;28.95;164.92;8.8527;709.8;36.0125;788.9;54.98;33.665;109.74;87.28;362.1;1347.5;11.922;9.626;30.88;34.98;27.2378;86.976;27.455;153;115.44;97.54;76.11;12.294;185.7;36.49
20/08/2021;392.5;90.27;36.465;125.2397;48.03;23.99;119.52;52.1;63.6;189.8;17.29;62.03;28.04;160.58;9.1406;620;35.2;652.5;53.12;31.15;104.62;83.9;366.6;1233;12.338;9.82;28.175;35.19;27.7778;90.2382;25.755;152.52;110.48;96.84;72.78;11.75;175.75;36.39
27/08/2021;393.6;90.89;37.75;124.562;48.74;24.065;118.86;53.46;62.16;191;16.9;62.65;29.1;162.04;9.4429;623.1;34.9375;668.6;55.76;31.175;107.12;86.08;373.3;1241;12.034;9.679;29.41;35.35;27.556;87.7021;26.68;152.2;115.02;97.16;74.48;12.114;177.7;37.265
03/09/2021;394.85;91.14;37.265;124.9091;48.79;23.59;122.7;53.87;61.51;191.55;15.53;61;28.67;166.46;9.5737;634.9;34.2125;683.3;55.78;30.11;104.44;85.82;377.1;1255;11.994;9.549;28.21;35.89;28.5298;87.3739;26.565;153.88;114.48;97.38;70.14;12.118;183.7;37.9
10/09/2021;398.35;87.93;36.63;123.6033;48.495;23.225;125.3;52.82;59.52;189.6;15.25;61.17;28.34;170.36;9.565;663.5;34.1;696.4;56;29.255;104.7;83.12;377.4;1302;11.758;9.355;27.945;35.91;27.7199;81.4263;26.44;153;114.36;97.24;66.4;11.974;188.8;38.24
17/09/2021;382.6;86.16;38.39;118.843;50.01;23.095;125.5;53.54;59.32;192.35;14.71;60.01;28.51;170.3;9.2307;631;33.1375;637.2;56.1;28.755;105.28;80.74;368.4;1277.5;11.834;9.353;27.21;35.81;27.36;81.108;26.05;152.98;113.04;97.34;66.01;11.66;185.05;38.89
24/09/2021;378.35;89.26;39.695;119.1736;49.55;23.505;119.94;54.8;59.41;192.6;15.54;60.9;30.47;169.46;10.98;642.9;33.3625;633.8;57.24;30.73;111.38;83.34;371.6;1288;11.7;9.33;25.83;35.83;27.12;81.5755;26.335;149.86;115.4;94.24;65.57;11.9;191.4;39.47
01/10/2021;361.55;90.85;41.275;115.719;44.775;23.875;105.88;54.89;58.11;178.65;15.355;56.51;31.87;167.06;10.87;630;33.2;627.3;57.98;30.945;111.16;85;338.4;1195.5;11.624;9.28;25.2;35.56;26.59;82.1623;26.96;142.52;116.58;91.12;63.89;11.818;190.05;37.325
08/10/2021;357.6;90.37;43.35;115.124;43.94;24.19;105.8;57;56.89;176.3;16.03;59.89;31.59;163.66;11.05;627.7;33.375;627;56.86;31.445;115.12;84.62;338.8;1212.5;11.598;9.448;25.125;35.39;26.06;83.8431;28.255;140.76;113.22;90.2;63;12.83;197.45;36.03
15/10/2021;369.55;90.59;44.455;118.4298;46.1;23.925;108.54;57.75;57.54;187.8;15.495;61.6;32.01;164.84;11.14;664.8;33.525;668.8;59.28;33.215;115.98;83.34;353.7;1289.5;11.654;9.512;27.685;33.89;27.11;83.3856;28.79;144.28;114.9;92.84;64.09;12.848;197.6;36.54
22/10/2021;388.05;90.77;43.805;118.2479;46.665;23.945;102.9;57.71;56.13;188.65;15.26;60.35;29.94;171.44;11.445;667.3;33.2375;646.1;57.48;31.15;110.52;81.5;360.5;1358;12.162;9.666;27.18;34.4;28.49;84.6487;28.5;141.8;109.78;93.04;66.28;12.952;199.45;37.935
29/10/2021;394.95;92.37;43.37;119.2066;50.38;25.16;101.94;57.9;56.35;201.3;15.655;59.56;30.91;178.9;11.135;677.2;33.925;648.2;57.94;31.06;116.04;79.66;361.1;1370.5;12.296;9.435;29.325;35;28.23;85.9615;28.835;148.9;110.6;94.24;61.81;13.04;198.7;40.915
05/11/2021;412.8;95.56;43.41;123.9174;54.41;25.5;99.86;59.51;57.35;210.7;15.43;61.07;33.54;187.86;11.11;708.9;34.2;659.9;58.08;32.54;120.36;84.12;346.1;1459;12.71;9.623;27.995;35.59;29.6;87.9805;29.995;153.2;113.9;94.58;69.71;13.248;204.8;44.04
12/11/2021;420.95;93.75;43.175;126.2645;55.25;25.78;105.98;59.27;57.61;213.6;16.12;60.8;31.67;183.1;11.425;722.9;33.7;677.8;60;34.37;121.12;81.3;361.4;1478.5;13.16;9.862;27.6;32.65;29.81;88.7364;29.27;156.02;112.14;94.54;66.75;12.732;209.5;44.8
19/11/2021;425.5;88.65;41.895;126.8595;56.22;25.165;110.22;57.72;56.19;215.8;15.87;60.92;29.41;193.36;11.05;733.5;34.35;716.9;59.92;32.93;112.96;78.24;365;1675.5;13.112;9.66;26.43;30.96;29.02;88.4182;28.84;161.42;109.4;97.88;62.33;12.478;212.2;45.81
26/11/2021;402.3;84.02;40.53;122.7603;52.89;24.225;113.72;55.29;54.33;200.2;15.475;57.09;26.89;178.88;11.175;692;32.1;665.5;57.66;29.61;101.1;74.46;357;1604;12.796;9.666;24.245;30.04;27.86;84.5492;27.265;151.58;99.36;95.16;58.46;12.066;206.9;41.935
03/12/2021;400.9;85.32;42.335;120.7107;51.63;25.005;104.92;56.17;52.89;201.4;14.64;57.84;26.49;177;11.25;685;33.1875;684;56.96;28.715;98.66;73.24;357.2;1606.5;12.976;9.219;24.545;29.98;28.87;83.316;28.365;159.88;98.55;97.42;58.14;12.24;204.7;41.87
10/12/2021;421.05;85.44;44.09;127.7025;53.09;25.37;107.94;56.71;53.02;206;15.58;59.81;27;185.14;11.25;710;35.4875;700.5;57.76;29.79;103.82;73.04;375.4;1592.5;13.066;9.225;25.745;30.26;30.74;86.061;29.085;166.92;105.58;100.9;60.38;12.234;210.4;42.48
17/12/2021;413.05;86.62;43.66;126.281;51.73;25.38;106.48;56.17;54.62;204.8;15.59;58.56;26.42;180.36;11.285;699;34.6;689.8;56.86;29.12;101.24;72.54;373.6;1525;12.958;9.305;28.69;30.72;31.54;86.4191;28.67;165.68;104.14;100.45;57.88;12.006;209.5;41.37
24/12/2021;422.35;89.8;44.775;124.3636;52.69;25.895;108.7;59.75;53.56;212.5;15.645;60.7;28.24;184.9;11.95;717.4;35.875;687;59;29.77;106.7;74.48;382.5;1530.5;12.868;9.384;28.435;31;31.84;87.3838;29.93;170.5;111.68;101.3;60.22;12.49;211.1;43.52
31/12/2021;416.95;92.91;44.63;126.7107;52.31;26.185;108.8;60.77;54.59;215.5;16.105;61.87;28.45;187.24;11.89;727;36.0375;706.9;59.2;30.545;107.66;74.8;392;1536;13.014;9.413;28.145;31.49;32.26;88.0999;30.205;172.46;112.36;102.9;61.62;12.55;211.5;43.37
07/01/2022;409.55;94.05;46.46;129.2893;47.815;27.47;98.77;64.5;56.27;200.1;18.355;65;30.61;177.16;11.9;715.8;38.3625;717.4;60.8;34.235;112.16;77.52;379.4;1447;13.25;9.429;30.525;32.24;33.17;88.1198;33.2;169.4;117.7;102.55;65.98;13.456;203.5;44.38
14/01/2022;379.4;98.47;49.535;127.8843;45.475;28.29;92.42;66.3;57.87;198.7;17.665;66.33;32.13;170.62;12;675.4;38.7;665.5;60.66;33.545;112.8;80.6;354.7;1298.5;13.886;9.967;32.435;32.68;32.3;90.1288;34.235;162.98;117.34;97.58;65.6;13.778;198.1;42.96
21/01/2022;375.5;98.3;49.62;128.2645;45.07;27.515;89.44;62.44;57.84;203.2;17.56;63.32;32.38;173.6;11.545;697.2;37.475;668.8;60.5;33.315;111.14;82.1;342.3;1364;13.546;9.897;28.84;31.7;31.9;90.4471;32.96;157.98;113.4;93.02;64.51;13.284;197.25;40.685
28/01/2022;368.1;96.72;51.24;124.9587;41.1;27.93;87.62;62.78;55.21;193;17.87;58.11;32.03;166;11.475;716.4;36.775;647.8;59.72;34.57;103.94;81.6;327.6;1295.5;13.558;10.472;25.585;31.48;31.65;93.7491;32.845;147.56;111.38;88;66.19;13.262;190.45;40.03
04/02/2022;367.75;98.19;50.97;121.7025;42.615;27.47;90.38;64.3;54.73;193.15;16.77;59.18;31.63;171.92;11.5;706.1;36.6625;652.2;63.94;34.295;106.16;78.44;325.3;1310;14.104;10.486;27.18;31.28;32.36;89.8006;34.035;146.66;110.32;90.44;62.77;13.578;190.25;38.78
11/02/2022;363.95;102.22;52.25;118.7438;40.715;28.42;86.66;64.9;55.39;197.1;17.14;62.3;33.72;168.78;11.755;685;37.0125;619.8;64.6;35.94;115.02;84.14;326;1202;14.538;10.92;28.1;32.48;32.43;93.3214;35.97;146.46;118.5;87.26;69.07;14.056;191.7;40.005
18/02/2022;360.75;100.98;50.66;124.5785;40.69;26.92;85.5;61.92;55.88;185.95;18.18;61.85;32.89;166.98;11.45;686.3;33.8625;666.6;62.58;36.325;113.44;84.44;330.4;1203;14.48;11.012;26.94;32.7;32.56;92.5258;32.37;144.84;115;86.02;71.26;13.056;197.1;38.25
25/02/2022;353.95;95.8;48.27;122.314;41.69;24.77;89.23;56.75;56.02;189.15;17.94;57.94;31.34;159.8;11.325;666.6;31.475;638.6;60.02;30.545;114.54;91.98;327.1;1230;14.416;10.892;27.42;31.86;31.74;93.3612;28.455;140.24;115.92;83.94;68.74;12.064;196.85;38.265
04/03/2022;336.4;86.23;44.5;118.3802;42.14;22.255;88.27;47.195;49.16;171.25;17.425;50.22;26.11;142.7;10.745;577.8;27.2125;558.6;50.5;23.125;97;107.65;325.9;1160.5;10.732;10.43;26.735;30.09;25.27;87.3341;20.805;129.62;97.1;81.76;58.41;9.966;182.55;34
11/03/2022;338.2;88.46;45.59;118.8099;41.555;24.1;83.47;49.03;51.04;175;17.925;54.7;27.58;152.14;11.525;594.9;28.2;557.1;55.34;22.305;104.14;112.05;315.6;1125;11.07;10.492;27.69;31.67;27.27;93.1126;22.205;141.42;103.56;83.72;60.24;9.964;177.55;35.005
18/03/2022;362.7;92.59;45.505;126.0661;45.55;25.475;93.88;53.35;53.81;195.15;18.225;57.77;28.58;165.28;11.645;639.4;30.5;604.5;57.82;23.305;106.54;112.3;355;1218;12.072;10.542;28.37;32.72;29.76;92.7844;24.5;151.04;106.14;90.58;62.7;10.894;189.7;38.71
25/03/2022;349.35;91.74;47.6;130.4132;44.74;25.715;88.29;50;50.97;192.2;19;54.86;28.32;163.88;11.905;626;29.9125;582.3;56.52;22.995;104.46;120.3;342;1224;11.798;10.8;31.215;32.6;27.72;92.6153;23.765;145.88;107.54;84.84;63.82;10.676;187.3;40.185
01/04/2022;367.7;93.66;46.755;131.7355;44.34;26.77;90.94;51.69;50.27;199.85;19.35;54.03;28.99;165.7;11.91;649.6;30.85;575.3;55.08;24.075;106.98;112.6;346.3;1270.5;11.926;10.778;29.785;31.71;29.52;93.6298;24.4;154.38;111.02;87.14;68.58;10.92;199.25;38.655
08/04/2022;367.85;88.17;45.66;134.0661;41.97;25.765;99.74;47.845;52.24;189.7;20.17;51.36;27.32;164.75;11.665;631.7;29.2125;551.3;55.12;21.855;101.7;119.95;339;1294;11.614;11.036;28.28;30.8;27.43;103.8938;21.865;145.5;103.4;83.42;68.59;9.885;201.3;35.035
22/04/2022;353;92.9;45.87;132.3967;40.175;26.63;89.18;51.73;55.22;192.1;19.64;55.49;30.18;167.2;11.495;639.6;29.7;529.2;58;23.21;106.96;124.5;340.5;1232.5;12.078;11.106;29.53;32.1;28.63;100.8504;24.045;142.32;104.66;84.72;69.92;10.492;193.65;35.31
29/04/2022;348.9;92.84;47.225;136.6446;42.535;25.46;88.72;49.705;57.64;196.1;20.16;56.33;31.53;163.8;10.96;619.5;29.7625;513.1;57.58;23.575;103.18;122;342.7;1186.5;11.322;11.318;28.115;32.85;27.9;100.6316;23.17;137.7;105.54;84.76;68;10.376;197.65;35.735
06/05/2022;316;90.39;50.6;132.9091;39.495;22.795;84.54;50.59;56.1;183.75;20.59;53.53;30.5;155.05;10.935;561.9;29.275;457.9;54.56;23.17;95.42;121.05;317;1042;11.138;11.574;26.32;30.74;26.26;97.05;22.565;127;107.5;81.28;66.88;9.965;183.2;34.765
13/05/2022;332.45;92.55;51.08;134.2149;38.105;23.005;84.18;52.38;56.17;184.25;21.03;53.65;30.69;149.6;11.02;581.3;30.075;460.1;54.94;23.6;96.53;113.95;314.7;1070;11.36;11.666;26.445;31.2;25.98;99.79;23.34;129.48;106.36;80.32;70.04;10.286;188.35;37.88
20/05/2022;307.8;90.96;51.71;132.3306;38.24;23.12;85.5;53.71;54.87;180.75;19.105;51.96;30.54;146.6;10.94;556.6;29.075;450.35;54.6;24.175;96.01;113.8;305.9;1034.5;12.642;11.582;27.4;31.8;25.87;102.3;24.495;125.62;106.92;79.14;66.17;10.394;177;36.795
27/05/2022;324.8;92.73;54.88;136.9091;39.425;24.27;87.78;53.55;54.76;186.6;19.105;55.16;30.68;152.7;11.03;593.4;30.075;489;51.76;25.185;99.54;117.65;311.2;1092;12.7;11.704;30.445;32.76;26.56;102.38;24.88;127.8;111.86;82.18;66.07;11.254;183.45;37.275
03/06/2022;327.9;90.14;54.48;133.719;38.82;23.505;85.18;52.56;55.9;179.95;19.7;56.79;30.11;152.4;11.35;609.1;30.4875;521;51.06;25.77;96.19;114.25;306.2;1119;12.474;11.556;30.35;31.98;26.56;100.06;24.98;129.98;108.68;79.9;63.5;10.01;182.35;36.895
10/06/2022;314.75;88.18;54.5;126.4727;36.165;22.58;83.42;48.6;52.65;169.85;18.34;52.69;29.16;142;10.98;572.9;29.375;510.4;47.21;26.335;91.67;111.65;296.1;1049;12.258;10.802;27.155;31.23;25.25;96.87;23.35;123.5;102;76.26;59.91;9.229;174.8;34.505
17/06/2022;307.65;85.01;49.34;117.6364;33.745;22.49;73.64;47.74;51.9;168.5;18.285;45.81;27.73;139.25;10.665;544.7;27.815;481.85;45.62;24.035;91.14;112.2;280.3;973.8;11.254;10.938;24.725;31.12;23.24;94.17;22.93;115.78;94.12;72.18;52.31;8.988;169.65;31.705
24/06/2022;336.85;87.75;49.555;122.6364;36.635;22.465;78.8;47.935;52.59;178.35;17.075;43.245;28.2;146.55;10.065;587.4;26.245;502.5;46.61;24.71;95;113.55;294.2;1067.5;11.346;11.106;22.5;30.84;23.91;100.56;22.8;116.74;92.5;71.68;52.02;9.179;179.9;31.79
01/07/2022;329.4;85.85;50.15;115.4;35.325;21.725;75.24;45.31;53.3;161.75;16.94;41.04;25.93;143.85;9.568;580;26.17;487.25;46.58;24.355;95.1;120.15;295.9;1065.5;11.194;11.28;21.625;28.82;23.62;97.52;20.805;111.26;95.24;70.12;49.055;8.73;175.25;29.1
08/07/2022;330.45;88.18;49.27;116.7818;37.26;21.605;77.68;45.46;53.59;167.5;17.17;42.985;27.21;143.65;9.718;606.9;27.055;501;44.25;24.62;99.42;119.9;310;1070;10.834;10.596;21.86;28.58;23.37;99.33;20.825;117.24;96.04;72.78;50.36;8.741;177.85;30.83
15/07/2022;340.4;87.77;47.535;115.4727;37.99;20.95;78.86;41.575;53.69;165.15;16.41;41.655;26.9;151.15;9.574;608.4;27.155;496.9;44.29;24.26;103.94;122.6;317.7;1123;11.032;10.552;21.465;28.13;22.81;100.2;19.504;117.56;103.72;73.14;48.625;8.243;180.7;32.295
22/07/2022;353.6;89.57;48.54;117.5818;39.48;21.21;83.1;43.815;53.74;171.1;16.86;43.32;27.98;154.9;10.01;634.7;28.24;531.3;50.26;25.83;103.5;119.85;330.1;1205;11.416;10.118;23.04;28.83;23.77;97.36;20.44;125.58;105.58;78.46;52.02;8.513;185.5;33.93
29/07/2022;368.1;93.38;49.76;121.9273;41.66;22.45;76.02;46;53.81;185.35;16.64;45.325;25.28;152.45;9.258;675;27.165;556.9;51.9;28.745;106.98;121.35;326.3;1334;12.06;9.997;23.915;29.5;24.37;97.21;21.835;134.54;104.88;79.88;55.19;8.979;191.5;36.93
05/08/2022;358.15;91.9;48.89;121.2182;42;23.48;75.16;48.84;53.67;188.35;16.48;45.425;26.24;160.15;9.398;682.2;27.535;543.6;49.12;29.765;106.06;123.5;308.9;1348;12.452;10.12;23.985;29.49;23.99;97.51;22.77;132.14;104.78;79.5;57.38;9.731;191.7;37.6
12/08/2022;359.95;94.01;51.93;123.4545;42.75;24.415;75.64;50.43;52.7;188.05;17;45.8;26.74;162.9;9.416;694.5;26.765;561;50.8;30.705;109.74;121;314.8;1378;12.9;10.12;24.435;30.74;25.57;85.46;23.71;135.14;108.42;80.56;60.82;10.074;194.05;37.125
19/08/2022;362.15;93.79;52.69;124.0909;42.53;24.26;74.88;47.66;53.65;186.2;17.405;43.23;25.36;161.7;8.982;698.3;25.795;558.1;50.88;29.31;109.92;125.1;310.1;1396.5;12.938;10.378;23.215;30.48;24.13;81.66;22.525;134.5;106.24;79.28;56.11;9.582;195.4;36.62
26/08/2022;352.75;91.95;53.96;117.8545;39.555;23.43;71.04;45.85;52.42;178.4;16.9;40.795;24.07;151.9;9.038;669;24.265;528.9;49.37;27.405;104.8;123.9;289;1336.5;12.752;10.026;23.535;29.22;22.61;81.89;21.595;124.7;101.92;73.96;51.57;9.115;187.85;35.565
02/09/2022;344.8;93.77;51.56;113.5636;38.38;23.885;67.52;47.48;52.26;176.35;16.555;40.98;24.1;150.05;8.92;644.6;24.48;496.1;49.48;29.37;102.36;120.2;290.6;1271;12.172;10.182;23.225;29.59;22.2;81.44;23.09;120.9;98.96;73.6;51.06;9.3;189.45;35.595
09/09/2022;345.3;94.3;49.835;111.6727;39.275;24.885;69;48.68;51.08;179.4;16.515;41.49;23.97;153.1;8.686;652.3;24.31;522.2;51.56;29.375;103.8;116.5;296.2;1309;12.776;10.102;22.935;29.74;22.69;81.2;23.735;126.06;96;74.96;51.92;9.425;188.75;36.94
16/09/2022;339.05;91.7;49.775;110.7273;35.885;25.2;66.24;49.325;49.51;166.25;16.405;40.325;24.66;145;8.52;639.5;24.37;494.15;51.7;31.985;98.53;113.7;290.1;1226.5;12.844;10.068;22.2;28.76;21.62;81.86;23.995;120.92;91.74;69.38;52.26;9.38;187.5;35.315
23/09/2022;325.8;84.26;46.51;107.3818;35.005;24.03;60.62;46.905;49.5;154.95;14.81;37.295;20.96;138.65;8.282;603.2;23.065;477.2;48.82;27.735;92.55;109.65;260;1171.5;12.496;9.709;21.025;27.2;20.71;78.81;22.585;114.4;91.98;65.94;44.33;8.959;183.4;33.77
30/09/2022;330.25;83.17;48.275;106.8727;35.735;22.475;61.12;43.605;48.57;165.5;14.215;37.05;21.61;140.35;7.972;610.4;23.155;458.55;48.9;27.97;94.01;113;260.9;1217;11.842;9.248;20.665;26.85;19.71;78.4;20.415;116.94;88.89;66.66;42.885;8.364;188.85;32.245
07/10/2022;328.15;81.18;52.6;106.9091;34.45;23.12;60.78;43.615;47.375;164;14.4;37.545;21.24;149.4;7.878;618.2;22.315;449.5;52.16;30.68;99.59;112.35;255.4;1265;11.954;9.206;21.08;26.16;19.84;80.16;21.305;118.72;92.33;68.5;42.805;8.465;182.95;33.665
